run_id,timestamp,profile,algorithm,backend,backend_phase,backend_scope,num_control,num_target,a,N,opt_level,resilience_level,dd_enable,shots,rep_idx,run_hardware,depth_2q,count_2q,total_depth,ideal_success_prob,epsilon,skip_reason,noisy_success_prob,tvd_noisy_vs_ideal,zne_mode,zne_success_estimate,zne_fit_slope,zne_scales,zne_success_by_scale,hw_success_prob,tvd_hw_vs_ideal,tvd_hw_vs_noisy,job_id
run-00014,2026-04-04T16:40:45.486859Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,1,0,False,512,2,True,188,198,668,1.0,0.03125,,0.960938,0.039062,off,,,,,0.828125,0.201692,0.164062,d78ju49q1efs73d1ra50
run-00015,2026-04-04T16:40:56.346483Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,1,0,False,512,3,True,188,198,668,1.0,0.03125,,0.960938,0.039062,off,,,,,0.779297,0.220703,0.181641,d78ju6qk86tc739vc4jg
run-00016,2026-04-04T16:41:07.275567Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,1,0,True,512,1,True,188,198,668,1.0,0.03125,,0.960938,0.039062,off,,,,,0.736328,0.263672,0.224609,d78ju9hq1efs73d1rad0
run-00017,2026-04-04T16:41:21.342199Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,1,0,True,512,2,True,188,198,668,1.0,0.03125,,0.960938,0.039062,off,,,,,0.71875,0.28125,0.242188,d78jud1q1efs73d1rah0
run-00018,2026-04-04T16:41:35.049761Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,1,0,True,512,3,True,188,198,668,1.0,0.03125,,0.960938,0.039062,off,,,,,0.75,0.25,0.210938,d78jughq1efs73d1ramg
run-00019,2026-04-04T16:41:49.277152Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,1,1,False,512,1,True,188,198,668,1.0,0.03125,,0.960938,0.039062,off,,,,,0.816406,0.183594,0.148438,d78juk1q1efs73d1rat0
run-00020,2026-04-04T16:41:59.647229Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,1,1,False,512,2,True,188,198,668,1.0,0.03125,,0.960938,0.039062,off,,,,,0.791016,0.208984,0.169922,d78jumrc6das739hve4g
run-00021,2026-04-04T16:42:09.770997Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,1,1,False,512,3,True,188,198,668,1.0,0.03125,,0.960938,0.039062,off,,,,,0.777344,0.222656,0.183594,d78jup9q1efs73d1rb30
run-00022,2026-04-04T16:42:20.717749Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,1,1,True,512,1,True,188,198,668,1.0,0.03125,,0.960938,0.039062,off,,,,,0.775391,0.224609,0.185547,d78jus3c6das739hvebg
run-00023,2026-04-04T16:42:34.322589Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,1,1,True,512,2,True,188,198,668,1.0,0.03125,,0.960938,0.039062,off,,,,,0.736328,0.264192,0.226562,d78juvak86tc739vc5l0
run-00024,2026-04-04T16:42:49.469774Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,1,1,True,512,3,True,188,198,668,1.0,0.03125,,0.960938,0.039062,off,,,,,0.759766,0.240234,0.201172,d78jv33c6das739hvekg
run-00025,2026-04-04T16:43:03.672515Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,2,0,False,512,1,True,155,164,547,1.0,0.03125,,0.960938,0.039062,off,,,,,0.845703,0.154297,0.119141,d78jv6rc6das739hveq0
run-00026,2026-04-04T16:43:13.762305Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,2,0,False,512,2,True,155,164,547,1.0,0.03125,,0.960938,0.039062,off,,,,,0.839844,0.160156,0.125,d78jv98eecps73d793d0
run-00027,2026-04-04T16:43:23.709936Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,2,0,False,512,3,True,155,164,547,1.0,0.03125,,0.960938,0.039062,off,,,,,0.849609,0.170442,0.136719,d78jvbpq1efs73d1rbtg
run-00028,2026-04-04T16:43:33.891359Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,2,0,True,512,1,True,155,164,547,1.0,0.03125,,0.960938,0.039062,off,,,,,0.771484,0.228516,0.193359,d78jve9q1efs73d1rc0g
run-00029,2026-04-04T16:43:46.943358Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,2,0,True,512,2,True,155,164,547,1.0,0.03125,,0.960938,0.039062,off,,,,,0.759766,0.240234,0.201172,d78jvhhq1efs73d1rc5g
run-00030,2026-04-04T16:43:59.560737Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,2,0,True,512,3,True,155,164,547,1.0,0.03125,,0.960938,0.039062,off,,,,,0.791016,0.213411,0.175781,d78jvkqk86tc739vc6j0
run-00031,2026-04-04T16:44:12.458091Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,2,1,False,512,1,True,155,164,547,1.0,0.03125,,0.960938,0.039062,off,,,,,0.824219,0.178254,0.146484,d78jvnqk86tc739vc6p0
run-00032,2026-04-04T16:44:22.151708Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,2,1,False,512,2,True,155,164,547,1.0,0.03125,,0.960938,0.039062,off,,,,,0.824219,0.182161,0.148438,d78jvq8eecps73d79430
run-00033,2026-04-04T16:44:32.751590Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,2,1,False,512,3,True,155,164,547,1.0,0.03125,,0.960938,0.039062,off,,,,,0.851562,0.148438,0.115234,d78jvt2k86tc739vc6vg
run-00034,2026-04-04T16:44:43.238839Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,2,1,True,512,1,True,155,164,547,1.0,0.03125,,0.960938,0.039062,off,,,,,0.800781,0.199219,0.164062,d78jvvik86tc739vc730
run-00035,2026-04-04T16:44:55.635206Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,2,1,True,512,2,True,155,164,547,1.0,0.03125,,0.960938,0.039062,off,,,,,0.753906,0.246094,0.210938,d78k02qk86tc739vc780
run-00036,2026-04-04T16:45:08.976145Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,2,1,True,512,3,True,155,164,547,1.0,0.03125,,0.960938,0.039062,off,,,,,0.787109,0.212891,0.177734,d78k060eecps73d794mg
run-00037,2026-04-04T16:45:21.379771Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,3,0,False,512,1,True,155,164,547,1.0,0.03125,,0.960938,0.039062,noisy_proxy,0.9762358333333326,-0.0722649999999997,"[1.0, 1.5, 2.0]","{""1.0"": 0.912109, ""1.5"": 0.851562, ""2.0"": 0.839844}",0.734375,0.265625,0.228516,d78k092k86tc739vc7j0
run-00038,2026-04-04T16:45:31.999127Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,3,0,False,512,2,True,155,164,547,1.0,0.03125,,0.960938,0.039062,off,,,,,0.814453,0.185547,0.146484,d78k0bpq1efs73d1rdf0
run-00039,2026-04-04T16:45:42.544411Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,3,0,False,512,3,True,155,164,547,1.0,0.03125,,0.960938,0.039062,off,,,,,0.816406,0.183594,0.150391,d78k0eak86tc739vc7rg
run-00040,2026-04-04T16:45:52.562769Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,3,0,True,512,1,True,155,164,547,1.0,0.03125,,0.960938,0.039062,noisy_proxy,0.9762358333333326,-0.0722649999999997,"[1.0, 1.5, 2.0]","{""1.0"": 0.912109, ""1.5"": 0.851562, ""2.0"": 0.839844}",0.740234,0.259766,0.222656,d78k0h3c6das739hvgmg
run-00041,2026-04-04T16:46:05.514887Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,3,0,True,512,2,True,155,164,547,1.0,0.03125,,0.960938,0.039062,off,,,,,0.744141,0.255859,0.216797,d78k0kbc6das739hvgs0
run-00042,2026-04-04T16:46:18.647203Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,3,0,True,512,3,True,155,164,547,1.0,0.03125,,0.960938,0.039062,off,,,,,0.705078,0.294922,0.255859,d78k0ngeecps73d795i0
run-00043,2026-04-04T16:46:31.605913Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,3,1,False,512,1,True,155,164,547,1.0,0.03125,,0.960938,0.039062,noisy_proxy,0.9762358333333326,-0.0722649999999997,"[1.0, 1.5, 2.0]","{""1.0"": 0.912109, ""1.5"": 0.851562, ""2.0"": 0.839844}",0.787109,0.212891,0.173828,d78k0qpq1efs73d1re50
run-00044,2026-04-04T16:46:42.112259Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,3,1,False,512,2,True,155,164,547,1.0,0.03125,,0.960938,0.039062,off,,,,,0.798828,0.201172,0.167969,d78k0t8eecps73d795r0
run-00045,2026-04-04T16:46:52.229166Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,3,1,False,512,3,True,155,164,547,1.0,0.03125,,0.960938,0.039062,off,,,,,0.818359,0.181641,0.154297,d78k0vrc6das739hvh70
run-00046,2026-04-04T16:47:02.514453Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,3,1,True,512,1,True,155,164,547,1.0,0.03125,,0.960938,0.039062,noisy_proxy,0.9762358333333326,-0.0722649999999997,"[1.0, 1.5, 2.0]","{""1.0"": 0.912109, ""1.5"": 0.851562, ""2.0"": 0.839844}",0.748047,0.251953,0.212891,d78k12hq1efs73d1reeg
run-00047,2026-04-04T16:47:15.361106Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,3,1,True,512,2,True,155,164,547,1.0,0.03125,,0.960938,0.039062,off,,,,,0.660156,0.339844,0.300781,d78k15rc6das739hvhf0
run-00048,2026-04-04T16:47:29.210044Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,3,1,True,512,3,True,155,164,547,1.0,0.03125,,0.960938,0.039062,off,,,,,0.736328,0.263672,0.226562,d78k19jc6das739hvhk0
run-00049,2026-04-04T16:47:46.053519Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,0,0,False,1024,1,True,218,249,1018,1.0,0.03125,,0.957031,0.050878,off,,,,,0.584961,0.415039,0.37207,d78k1dbc6das739hvhq0
run-00050,2026-04-04T16:47:57.210934Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,0,0,False,1024,2,True,218,249,1018,1.0,0.03125,,0.957031,0.050878,off,,,,,0.542969,0.457031,0.414062,d78k1g2k86tc739vc9e0
run-00051,2026-04-04T16:48:09.692645Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,0,0,False,1024,3,True,218,249,1018,1.0,0.03125,,0.957031,0.050878,off,,,,,0.514648,0.485352,0.442383,d78k1jjc6das739hvi30
run-00052,2026-04-04T16:48:22.693224Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,0,0,True,1024,1,True,218,249,1018,1.0,0.03125,,0.957031,0.050878,off,,,,,0.62793,0.37207,0.329102,d78k1mik86tc739vc9mg
run-00053,2026-04-04T16:48:37.884631Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,0,0,True,1024,2,True,218,249,1018,1.0,0.03125,,0.957031,0.050878,off,,,,,0.626953,0.373047,0.330078,d78k1q8eecps73d796v0
run-00054,2026-04-04T16:48:52.413951Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,0,0,True,1024,3,True,218,249,1018,1.0,0.03125,,0.957031,0.050878,off,,,,,0.651367,0.348633,0.305664,d78k1toeecps73d7973g
run-00055,2026-04-04T17:12:59.632244Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,0,1,False,1024,1,True,218,249,1018,1.0,0.03125,,0.957031,0.050878,off,,,,,0.676758,0.323242,0.280273,d78kd7rc6das739hvv20
run-00056,2026-04-04T17:36:40.446359Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,0,1,False,1024,2,True,218,249,1018,1.0,0.03125,,0.957031,0.050878,off,,,,,0.709961,0.290039,0.24707,d78kob2k86tc739vd43g
run-00057,2026-04-04T17:37:01.802121Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,0,1,False,1024,3,True,218,249,1018,1.0,0.03125,,0.957031,0.050878,off,,,,,0.645508,0.354492,0.311523,d78kog9q1efs73d1s9cg
run-00058,2026-04-04T17:37:13.004834Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,0,1,True,1024,1,True,218,249,1018,1.0,0.03125,,0.957031,0.050878,off,,,,,0.745117,0.254883,0.211914,d78koj1q1efs73d1s9hg
run-00059,2026-04-04T17:37:27.115343Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,0,1,True,1024,2,True,218,249,1018,1.0,0.03125,,0.957031,0.050878,off,,,,,0.723633,0.276367,0.233398,d78komik86tc739vd4k0
run-00060,2026-04-04T17:37:42.372951Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,0,1,True,1024,3,True,218,249,1018,1.0,0.03125,,0.957031,0.050878,off,,,,,0.728516,0.271484,0.228516,d78koqbc6das739i0ct0
run-00061,2026-04-04T17:37:56.789742Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,1,0,False,1024,1,True,188,198,668,1.0,0.03125,,0.957031,0.050878,off,,,,,0.789062,0.210938,0.167969,d78kou3c6das739i0d2g
run-00062,2026-04-04T17:38:07.579435Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,1,0,False,1024,2,True,188,198,668,1.0,0.03125,,0.957031,0.050878,off,,,,,0.792969,0.207031,0.166016,d78kp0oeecps73d7a1gg
run-00063,2026-04-04T17:38:18.515864Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,1,0,False,1024,3,True,188,198,668,1.0,0.03125,,0.957031,0.050878,off,,,,,0.77832,0.22168,0.180664,d78kp39q1efs73d1sab0
run-00064,2026-04-04T17:38:28.894318Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,1,0,True,1024,1,True,188,198,668,1.0,0.03125,,0.957031,0.050878,off,,,,,0.735352,0.264648,0.22168,d78kp60eecps73d7a1mg
run-00065,2026-04-04T17:38:42.912866Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,1,0,True,1024,2,True,188,198,668,1.0,0.03125,,0.957031,0.050878,off,,,,,0.724609,0.275391,0.232422,d78kp9jc6das739i0dhg
run-00066,2026-04-04T17:38:56.235014Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,1,0,True,1024,3,True,188,198,668,1.0,0.03125,,0.957031,0.050878,off,,,,,0.693359,0.306641,0.263672,d78kpcpq1efs73d1samg
run-00067,2026-04-04T17:39:10.220674Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,1,1,False,1024,1,True,188,198,668,1.0,0.03125,,0.957031,0.050878,off,,,,,0.790039,0.209961,0.169922,d78kpghq1efs73d1saqg
run-00068,2026-04-04T17:39:21.826993Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,1,1,False,1024,2,True,188,198,668,1.0,0.03125,,0.957031,0.050878,off,,,,,0.792969,0.207031,0.164062,d78kpj8eecps73d7a2a0
run-00069,2026-04-04T17:39:32.634652Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,1,1,False,1024,3,True,188,198,668,1.0,0.03125,,0.957031,0.050878,off,,,,,0.807617,0.192383,0.154297,d78kpm3c6das739i0e60
run-00070,2026-04-04T17:39:43.199057Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,1,1,True,1024,1,True,188,198,668,1.0,0.03125,,0.957031,0.050878,off,,,,,0.707031,0.292969,0.25,d78kpogeecps73d7a2gg
run-00071,2026-04-04T17:39:57.316094Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,1,1,True,1024,2,True,188,198,668,1.0,0.03125,,0.957031,0.050878,off,,,,,0.731445,0.268555,0.225586,d78kps3c6das739i0efg
run-00072,2026-04-04T17:40:10.987990Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,1,1,True,1024,3,True,188,198,668,1.0,0.03125,,0.957031,0.050878,off,,,,,0.702148,0.297852,0.254883,d78kpvjc6das739i0ekg
run-00073,2026-04-04T17:40:25.497324Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,2,0,False,1024,1,True,155,164,547,1.0,0.03125,,0.957031,0.050878,off,,,,,0.806641,0.193359,0.162109,d78kq38eecps73d7a2vg
run-00074,2026-04-04T17:40:35.587787Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,2,0,False,1024,2,True,155,164,547,1.0,0.03125,,0.957031,0.050878,off,,,,,0.791992,0.208008,0.165039,d78kq5rc6das739i0et0
run-00075,2026-04-04T17:40:45.643810Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,2,0,False,1024,3,True,155,164,547,1.0,0.03125,,0.957031,0.050878,off,,,,,0.804688,0.195312,0.160156,d78kq8bc6das739i0f30
run-00076,2026-04-04T17:40:55.727927Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,2,0,True,1024,1,True,155,164,547,1.0,0.03125,,0.957031,0.050878,off,,,,,0.742188,0.257812,0.214844,d78kqapq1efs73d1sc5g
run-00077,2026-04-04T17:41:08.373670Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,2,0,True,1024,2,True,155,164,547,1.0,0.03125,,0.957031,0.050878,off,,,,,0.751953,0.248047,0.207031,d78kqe2k86tc739vd73g
run-00078,2026-04-04T17:41:26.923871Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,2,0,True,1024,3,True,155,164,547,1.0,0.03125,,0.957031,0.050878,off,,,,,0.763672,0.236328,0.193359,d78kqirc6das739i0fg0
run-00079,2026-04-04T17:41:40.957752Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,2,1,False,1024,1,True,155,164,547,1.0,0.03125,,0.957031,0.050878,off,,,,,0.807617,0.192383,0.149414,d78kqm9q1efs73d1sck0
run-00080,2026-04-04T17:41:52.099511Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,2,1,False,1024,2,True,155,164,547,1.0,0.03125,,0.957031,0.050878,off,,,,,0.832031,0.174348,0.148438,d78kqp0eecps73d7a400
run-00081,2026-04-04T17:42:06.046144Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,2,1,False,1024,3,True,155,164,547,1.0,0.03125,,0.957031,0.050878,off,,,,,0.804688,0.195312,0.155273,d78kqs8eecps73d7a45g
run-00082,2026-04-04T17:42:22.500857Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,2,1,True,1024,1,True,155,164,547,1.0,0.03125,,0.957031,0.050878,off,,,,,0.786133,0.213867,0.171875,d78kr0rc6das739i0g30
run-00083,2026-04-04T17:42:35.856339Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,2,1,True,1024,2,True,155,164,547,1.0,0.03125,,0.957031,0.050878,off,,,,,0.785156,0.214844,0.172852,d78kr42k86tc739vd7ug
run-00084,2026-04-04T17:42:51.911271Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,2,1,True,1024,3,True,155,164,547,1.0,0.03125,,0.957031,0.050878,off,,,,,0.764648,0.235352,0.192383,d78kr7pq1efs73d1sd8g
run-00085,2026-04-04T17:43:53.778486Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,3,0,False,1024,1,True,155,164,547,1.0,0.03125,,0.957031,0.050878,off,,,,,0.782227,0.217773,0.174805,d78krnbc6das739i0h00
run-00086,2026-04-04T17:45:19.952345Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,3,0,False,1024,2,True,155,164,547,1.0,0.03125,,0.957031,0.050878,off,,,,,0.785156,0.214844,0.173828,d78kscpq1efs73d1sel0
run-00087,2026-04-04T17:45:30.933415Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,3,0,False,1024,3,True,155,164,547,1.0,0.03125,,0.957031,0.050878,off,,,,,0.772461,0.227539,0.185547,d78ksfgeecps73d7a64g
run-00088,2026-04-04T17:45:41.324223Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,3,0,True,1024,1,True,155,164,547,1.0,0.03125,,0.957031,0.050878,off,,,,,0.672852,0.327148,0.28418,d78ksibc6das739i0i30
run-00089,2026-04-04T17:45:53.904578Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,3,0,True,1024,2,True,155,164,547,1.0,0.03125,,0.957031,0.050878,off,,,,,0.652344,0.347656,0.304688,d78ksl9q1efs73d1sf20
run-00090,2026-04-04T17:46:06.955137Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,3,0,True,1024,3,True,155,164,547,1.0,0.03125,,0.957031,0.050878,off,,,,,0.704102,0.295898,0.25293,d78ksoik86tc739vda10
run-00091,2026-04-04T17:46:19.491620Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,3,1,False,1024,1,True,155,164,547,1.0,0.03125,,0.957031,0.050878,off,,,,,0.78418,0.21582,0.172852,d78ksrrc6das739i0ig0
run-00092,2026-04-04T17:46:31.027219Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,3,1,False,1024,2,True,155,164,547,1.0,0.03125,,0.957031,0.050878,off,,,,,0.777344,0.222656,0.181641,d78ksujc6das739i0ijg
run-00093,2026-04-04T17:46:41.832147Z,AGGRESSIVE_FULL,shor,ibm_marrakesh,primary,primary_full,4,4,2,15,3,1,False,1024,3,True,155,164,547,1.0,0.03125,,0.957031,0.050878,off,,,,,0.795898,0.204102,0.161133,d78kt18eecps73d7a6p0
